"","Row.names","logFC.x","AveExpr.x","t.x","P.Value.x","adj.P.Val.x","B.x","Threshold.x","logFC.y","AveExpr.y","t.y","P.Value.y","adj.P.Val.y","B.y","Threshold.y"
"324","Camk2n1",0.232129698090672,11.5450797405695,2.06952088274211,0.0626366992126042,0.220513069045488,-4.42051946783115,"Non-Significant",-0.0058615699564708,11.5450797405695,-0.0520244537699989,0.95943504371853,0.979302862771436,-6.60505693674763,"Non-Significant"
"325","Camkk1",0.0358084176335716,8.50489827532739,0.448751357179961,0.662258265624634,0.806913329486914,-6.23520150409609,"Non-Significant",0.0417326667505371,8.50489827532739,0.5269135389814,0.608638175467411,0.750853319736535,-6.49125308466443,"Non-Significant"
"326","Camkv",0.24292266584089,10.5698025612192,2.25532258624136,0.0452929945494412,0.185032568010761,-4.15607480908255,"Non-Significant",0.34608057925527,10.5698025612192,3.17845593174323,0.00870790186470043,0.0578773273188281,-2.81434459460164,"Non-Significant"
"327","Camsap1",-0.131383393609417,8.60028304412613,-1.12859621168675,0.282905457710228,0.504629888398843,-5.70918820874124,"Non-Significant",0.125001019516981,8.60028304412613,1.08395889677196,0.301400023891035,0.480192940854422,-6.0469183046041,"Non-Significant"
"328","Camsap2",-0.0788609668069764,9.84718376809434,-0.837298472900936,0.420113400303906,0.630286346554449,-6.00969372671325,"Non-Significant",0.010784943601573,9.84718376809434,0.113737881751311,0.91147975373545,0.955168771695711,-6.64628599765323,"Non-Significant"
"329","Camta2",0.144107863206129,7.90545281712271,0.746747130074531,0.470760897049387,0.671417875951322,-6.01374621993883,"Non-Significant",0.21236045661604,7.90545281712271,1.11434215292502,0.288713993368688,0.469315265154546,-5.97286572323829,"Non-Significant"
"330","Cand1",0.00805977594789198,8.91645089232184,0.0794246408192623,0.938110813521193,0.967371021474308,-6.35873657836561,"Non-Significant",-0.000705866594753246,8.91645089232184,-0.00697110666475958,0.994561803441308,0.996553730183309,-6.65468661723929,"Non-Significant"
"331","Cant1",0.231635644576786,7.08591275301425,2.3559765389862,0.0379234207630458,0.173368056772921,-3.88084667693835,"Non-Significant",0.256373853897651,7.08591275301425,2.64618668730233,0.0226122561041529,0.10035221638375,-3.64179780910388,"Non-Significant"
"332","Cap1",0.0719401454763773,8.74550705161289,0.756949440715419,0.464867948876193,0.666500076221334,-6.05917930176196,"Non-Significant",0.102176096960884,8.74550705161289,1.07967121373902,0.303223882838801,0.482417808906097,-6.05528320842527,"Non-Significant"
"333","Cap2",0.0500943461778682,8.43651804320194,0.465694871575089,0.650451628209099,0.800442289639068,-6.21521819735723,"Non-Significant",0.300134802152563,8.43651804320194,2.82291555484505,0.0164710594374589,0.0830642298457878,-3.43084114553357,"Non-Significant"
"334","Capns1",0.280307106838968,7.0938121093321,2.20368436845612,0.0495890126943021,0.19483451219457,-4.12562245116543,"Non-Significant",0.227016615712397,7.0938121093321,1.8071261185394,0.0979359783524151,0.240493149740396,-4.99701250143127,"Non-Significant"
"335","Caprin1",-0.0728618040835212,8.80813246548812,-0.821822924116102,0.42850302833368,0.638632055971746,-6.01132729751901,"Non-Significant",0.0705836049429145,8.80813246548812,0.79974775065309,0.440661346826436,0.61834001617312,-6.31950953261736,"Non-Significant"
"336","Capzb",0.207206685947631,7.1905987460082,2.5696642486922,0.0259292615808134,0.140863185877225,-3.55236981942654,"Non-Significant",-0.0810708970739284,7.1905987460082,-1.01276033534842,0.332773953555533,0.51463216662239,-6.01707903965421,"Non-Significant"
"337","Car10",-0.0611609350000188,7.78480689571747,-0.644988817743769,0.532058459252485,0.719406724704981,-6.08440957606804,"Non-Significant",-0.15772239679113,7.78480689571747,-1.67436276251824,0.122014141979323,0.273824783862537,-5.26116160034538,"Non-Significant"
"338","Car11",0.120051015857847,7.90315871695803,0.775837249233985,0.454082336017043,0.658650194190584,-5.99575114986823,"Non-Significant",-0.0761362284313156,7.90315871695803,-0.494879532336342,0.630349115427331,0.766561339391456,-6.47024932286634,"Non-Significant"
"339","Car2",0.153812707770373,7.88071051555104,1.20274111456027,0.254141129282396,0.473849106935747,-5.58615324728138,"Non-Significant",0.0826971330110764,7.88071051555104,0.652627546900361,0.527301083527836,0.693938464778624,-6.37644568834184,"Non-Significant"
"340","Carmil1",-0.228600551155676,6.9079657059575,-1.96209410762265,0.075347567597021,0.243324767102297,-4.49144992901191,"Non-Significant",-0.212388631628842,6.9079657059575,-1.87471589748763,0.0874124383323127,0.2231404146129,-4.90191991929417,"Non-Significant"
"341","Casc4",-0.000962167212682274,7.28597112664053,-0.0101678134811098,0.992068114794128,0.995741080787443,-6.26500735191888,"Non-Significant",-0.267372917960225,7.28597112664053,-2.84625480465773,0.0157953647266969,0.0811085682396606,-3.33242179771145,"Non-Significant"
"342","Casd1",0.04700552031741,7.40295701713807,0.485513474563306,0.636767618603321,0.79223359983185,-6.14834572371335,"Non-Significant",-0.0839204220933158,7.40295701713807,-0.871964255026714,0.401722595724505,0.587628604580782,-6.17316347497256,"Non-Significant"
"343","Cask",-0.0486758874235367,8.36176986273129,-0.601184571531051,0.559811854770117,0.739651549345615,-6.14858726806811,"Non-Significant",-0.209450558295504,8.36176986273129,-2.60519213156538,0.0243335598156408,0.104050915867827,-3.80981583340838,"Non-Significant"
"344","Cbarp",0.262428167031155,8.80772731291455,1.70633354390771,0.115775043518182,0.307477667174073,-4.99221647012436,"Non-Significant",0.206928860270605,8.80772731291455,1.34864668949284,0.204362498322978,0.378951253730229,-5.74559050135902,"Non-Significant"
"345","Cbl",-0.155994166110022,7.00124015333241,-0.899851028879445,0.387333386702348,0.598666369070732,-5.81684897287043,"Non-Significant",-0.223121158546364,7.00124015333241,-1.31626893566911,0.214655834112601,0.389512694966038,-5.67825810065082,"Non-Significant"
"346","Cbln2",-0.193752701093201,7.15692691088,-1.37008325215394,0.197775042469606,0.404350030267799,-5.3250999054897,"Non-Significant",0.103985224706058,7.15692691088,0.753581388861816,0.46680818064961,0.639472954896964,-6.24867716141668,"Non-Significant"
"347","Cbx4",0.326617297818231,6.703231483821,3.22539652889807,0.00800745865725984,0.0882447984545992,-2.40095427979117,"Significant",0.435789407186906,6.703231483821,4.43781008495933,0.00098059574086832,0.0204491927191847,-0.547898073648825,"Significant"
"348","Ccar2",0.160756834764443,7.63015044771825,1.8679919898215,0.088410925552786,0.263966981468726,-4.69473050728971,"Non-Significant",0.177976821136702,7.63015044771825,2.08672338052413,0.0607985553767543,0.177436347543496,-4.6243985162416,"Non-Significant"
